index,city,state,zipcode,address,loc_name,loc_number,url,promotion,latitude,longitude,is_open,closed_message,delivery_fee,delivery_time,review_count,review_rating,price_bucket,img1,img2,img3,img4,img5,scan_date,TID
603,Alabaster,AL,35007,"2170 Kent Dairy Road, Alabaster, AL 35007",Wendy's (2170 Kent Dairy Rd),4d192b3a-2bfd-569a-b76a-f174ed4f23e0,https://www.ubereats.com/store/wendys-2170-kent-dairy-rd/4d192b3a-2bfd-569a-b76a-f174ed4f23e0,,33.2145,-86.82602,False,Opens at 6:30 AM,,,17.0,4.6,$,https://tb-static.uber.com/prod/image-proc/processed_images/c63d052b73170f4d672bf961e731467a/3ac2b39ad528f8c8c5dc77c59abb683d.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/c63d052b73170f4d672bf961e731467a/719c6bd2757b08684c0faae44d43159d.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/c63d052b73170f4d672bf961e731467a/93b5fd796682c6d5302cd5bec164fe90.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/c63d052b73170f4d672bf961e731467a/97e6648b3593c29cb4a6335f976e6d84.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/c63d052b73170f4d672bf961e731467a/a70f5c9df440d10213e93244e9eb7cad.jpeg,2022-11-09 18:03:43,604
604,Calera,AL,35040,"199 Supercenter Drive, Calera, AL 35040",Cracker Barrel Old Country Store (199 Supercenter Drive),6db4694e-9a63-4d8b-8292-4465d225f00a,https://www.ubereats.com/store/cracker-barrel-old-country-store-199-supercenter-drive/6db4694e-9a63-4d8b-8292-4465d225f00a,,33.14438,-86.7500561,False,Opens at 7:30 AM,,,16.0,4.6,$,https://tb-static.uber.com/prod/image-proc/processed_images/f68e9f92313352ac5b4c9eb9db087111/3ac2b39ad528f8c8c5dc77c59abb683d.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/f68e9f92313352ac5b4c9eb9db087111/719c6bd2757b08684c0faae44d43159d.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/f68e9f92313352ac5b4c9eb9db087111/93b5fd796682c6d5302cd5bec164fe90.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/f68e9f92313352ac5b4c9eb9db087111/97e6648b3593c29cb4a6335f976e6d84.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/f68e9f92313352ac5b4c9eb9db087111/a70f5c9df440d10213e93244e9eb7cad.jpeg,2022-11-09 18:03:43,605
605,Helena,AL,35080,"2991 Highway 95, Helena, AL 35080",El Patron,bdb8be21-2761-49d6-98a1-763356bc4369,https://www.ubereats.com/store/el-patron/bdb8be21-2761-49d6-98a1-763356bc4369,,33.268466,-86.83202,False,Opens at 11:30 AM,,,,,$$,https://duyt4h9nfnj50.cloudfront.net/resized/1538684304054-w2880-34.jpg,https://duyt4h9nfnj50.cloudfront.net/resized/1538684304054-w640-81.jpg,https://duyt4h9nfnj50.cloudfront.net/resized/1538684304054-w750-a1.jpg,https://duyt4h9nfnj50.cloudfront.net/resized/1538684304054-w240-84.jpg,https://duyt4h9nfnj50.cloudfront.net/resized/1538684304054-w1080-15.jpg,2022-11-09 18:03:43,606
606,Hoover,AL,35244,"1028 Marble Terrace , Suite 100, Hoover, AL 35244",MOOYAH Burgers (Hoover),4b3069c8-c7fe-4226-86c9-43280a9e12de,https://www.ubereats.com/store/mooyah-burgers-hoover/4b3069c8-c7fe-4226-86c9-43280a9e12de,,33.35364,-86.84775,False,Opens at 10:45 AM,,,30.0,4.8,$,https://tb-static.uber.com/prod/image-proc/processed_images/91265c1475742828d22d127f85e73991/c73ecc27d2a9eaa735b1ee95304ba588.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/91265c1475742828d22d127f85e73991/445a4b2618e10f7db95d4f17a85b117d.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/91265c1475742828d22d127f85e73991/1651207c9cb2a7942b37b3f3e4a0b899.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/91265c1475742828d22d127f85e73991/1153e79d90aa7e9dd2351e1aa8dc4e16.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/91265c1475742828d22d127f85e73991/820883a48567670acbd720bc76391291.jpeg,2022-11-09 18:03:43,607
607,2556 Helena Road Suite A,AL,35080,"2556 Helena Road Suite A, AL 35080",Freddy's Frozen Custard and Steakburgers (2556 Helena Rd Suite A ),0939c148-3402-507f-991d-c60499fd808e,https://www.ubereats.com/store/freddys-frozen-custard-and-steakburgers-2556-helena-rd-suite-a/0939c148-3402-507f-991d-c60499fd808e,,33.2828,-86.85139,False,Opens at 10:30 AM,,,,,$,,,,,,2022-11-09 18:03:43,608
608,Birmingham,AL,35244,"5184 Caldwell Mill Rd, Birmingham, AL 35244",The Craft Burger,c439f1bc-c429-466a-b67b-9a29cd97ce6a,https://www.ubereats.com/store/the-craft-burger/c439f1bc-c429-466a-b67b-9a29cd97ce6a,,33.3861705,-86.7398554,False,Opens at 11:00 AM,,,13.0,5.0,$$,https://duyt4h9nfnj50.cloudfront.net/resized/1530052949108-w2880-d8.jpg,https://duyt4h9nfnj50.cloudfront.net/resized/1530052949108-w240-51.jpg,https://duyt4h9nfnj50.cloudfront.net/resized/1530052949108-w550-12.jpg,https://duyt4h9nfnj50.cloudfront.net/resized/1530052949108-w640-97.jpg,https://duyt4h9nfnj50.cloudfront.net/resized/1530052949108-w750-9b.jpg,2022-11-09 18:03:43,609
609,Alabaster,AL,35007,"1114 1st Street North, Suite 300, Alabaster, AL 35007",Jersey Mike's Subs (1114 1st Street),6acc72a5-55c7-542c-ba09-d4bb828e1adb,https://www.ubereats.com/store/jersey-mikes-subs-1114-1st-street/6acc72a5-55c7-542c-ba09-d4bb828e1adb,,33.2573,-86.81309,False,Opens at 9:45 AM,,,12.0,4.6,$,https://d1ralsognjng37.cloudfront.net/6099ad7e-2485-4c63-97ca-466bad60b417.jpeg,https://d1ralsognjng37.cloudfront.net/f2244028-5819-4cfd-ab92-68e5f079be70.jpeg,https://d1ralsognjng37.cloudfront.net/07ba643a-3821-49b0-9445-aade55aa816b.jpeg,https://d1ralsognjng37.cloudfront.net/1b306045-ed93-4004-a052-f6c7de8fb869.jpeg,https://d1ralsognjng37.cloudfront.net/30b1a966-a3ba-4ef7-a346-5f296145f695.jpeg,2022-11-09 18:03:43,610
610,Alabaster,AL,35007,"1231 1st Street North, Alabaster, AL 35007",Jack's (1231 1St Street North),c59e846c-ed11-5e3d-a4bd-fe0f7a3fdd3b,https://www.ubereats.com/store/jacks-1231-1st-street-north/c59e846c-ed11-5e3d-a4bd-fe0f7a3fdd3b,,33.25821,-86.8133,False,Opens at 6:00 AM,,,,,$,https://tb-static.uber.com/prod/image-proc/processed_images/b8fa7a839f1fa4dbd3ef9011375245a1/3ac2b39ad528f8c8c5dc77c59abb683d.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/b8fa7a839f1fa4dbd3ef9011375245a1/719c6bd2757b08684c0faae44d43159d.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/b8fa7a839f1fa4dbd3ef9011375245a1/93b5fd796682c6d5302cd5bec164fe90.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/b8fa7a839f1fa4dbd3ef9011375245a1/97e6648b3593c29cb4a6335f976e6d84.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/b8fa7a839f1fa4dbd3ef9011375245a1/a70f5c9df440d10213e93244e9eb7cad.jpeg,2022-11-09 18:03:43,611
611,Calera,AL,35040,"6442 U.S. 31, Calera, AL 35040",Taqueria El Gavilán,25f9ac52-f816-5cb8-8cda-3a71b2240d53,https://www.ubereats.com/store/taqueria-el-gavilan/25f9ac52-f816-5cb8-8cda-3a71b2240d53,,33.12616,-86.75269,False,Opens at 10:00 AM,,,,,$$,https://d1ralsognjng37.cloudfront.net/91dc45a8-6ffa-419e-baa3-c6a63f9eae02.webp,https://d1ralsognjng37.cloudfront.net/f08fb0b3-ee3d-4e32-b095-8fb52c264e40.webp,https://d1ralsognjng37.cloudfront.net/347d1422-eb6b-4174-85e0-98f8e67a65c1.webp,https://d1ralsognjng37.cloudfront.net/024cf0d2-9558-493b-8635-d83b5eeb5ca2.webp,https://d1ralsognjng37.cloudfront.net/513a5353-cb0f-4d99-89d6-5debde37a5c9.webp,2022-11-09 18:03:43,612
612,Alabaster,AL,35007,"9940 Hwy 119, Alabaster, AL 35007",Hardee's (9940 Hwy 119),ac211bd0-a6c1-545a-9a54-f805913f8bf4,https://www.ubereats.com/store/hardees-9940-hwy-119/ac211bd0-a6c1-545a-9a54-f805913f8bf4,,33.22359,-86.82333,False,Closed,,,,,$,https://tb-static.uber.com/prod/image-proc/processed_images/da18db98ecdabd7b80db1cceab12a72d/9ba9ffab5f885fc3dac87838b3357014.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/da18db98ecdabd7b80db1cceab12a72d/f493b917841caa2281121494c004e237.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/da18db98ecdabd7b80db1cceab12a72d/357bb8cd86dabbaef837e6fb8fd17922.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/da18db98ecdabd7b80db1cceab12a72d/63fd65eea364e21ed668f3bae8d7f85f.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/da18db98ecdabd7b80db1cceab12a72d/f7e27f77a1abfdaa9fab9b4ae7dab7cb.jpeg,2022-11-09 18:03:43,613
613,Alabaster,AL,35007,"565 1st Street North, Alabaster, AL 35007",Papa Johns (565 1St Street North),d2fc5163-71ae-475c-a85f-2a5c6e533763,https://www.ubereats.com/store/papa-johns-565-1st-street-north/d2fc5163-71ae-475c-a85f-2a5c6e533763,"Spend $25, Save $5",33.24975,-86.8152811,False,Opens at 10:30 AM,,,18.0,4.3,$,https://tb-static.uber.com/prod/image-proc/processed_images/dc01951e2e0bfb50082ed903e1f848fc/3ac2b39ad528f8c8c5dc77c59abb683d.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/dc01951e2e0bfb50082ed903e1f848fc/719c6bd2757b08684c0faae44d43159d.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/dc01951e2e0bfb50082ed903e1f848fc/93b5fd796682c6d5302cd5bec164fe90.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/dc01951e2e0bfb50082ed903e1f848fc/97e6648b3593c29cb4a6335f976e6d84.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/dc01951e2e0bfb50082ed903e1f848fc/a70f5c9df440d10213e93244e9eb7cad.jpeg,2022-11-09 18:03:43,614
614,2754 Pelham Pkwy,AL,35124,"2754 Pelham Pkwy, AL 35124",Cozumel Grill & Mexican Restaurant,51740bd7-773c-496c-8c93-16692f2b858d,https://www.ubereats.com/store/cozumel-grill-&-mexican-restaurant/51740bd7-773c-496c-8c93-16692f2b858d,,33.31167,-86.80343,False,Opens at 11:30 AM,,,,,$$,https://duyt4h9nfnj50.cloudfront.net/resized/1534265701519-w2880-16.jpg,https://duyt4h9nfnj50.cloudfront.net/resized/1534265701519-w240-e7.jpg,https://duyt4h9nfnj50.cloudfront.net/resized/1534265701519-w550-11.jpg,https://duyt4h9nfnj50.cloudfront.net/resized/1534265701519-w640-0c.jpg,https://duyt4h9nfnj50.cloudfront.net/resized/1534265701519-w750-a9.jpg,2022-11-09 18:03:43,615
615,Calera,AL,35040,"5070 Highway 31, Calera, AL 35040",Bojangles (5070 Highway 31),508cf763-6e0e-41bf-8dce-5c943a782296,https://www.ubereats.com/store/bojangles-5070-highway-31/508cf763-6e0e-41bf-8dce-5c943a782296,,33.148495,-86.749943,False,Opens at 7:00 AM,,,,,$,https://d1ralsognjng37.cloudfront.net/e8c0f96a-5fb4-4322-b0d1-5e0ea6b93fe3.jpeg,https://d1ralsognjng37.cloudfront.net/09f8856c-f6e7-4bd9-930d-86b1b57e28b5.jpeg,https://d1ralsognjng37.cloudfront.net/82ab4ac9-dd12-4222-97c9-3b40079e2fce.jpeg,https://d1ralsognjng37.cloudfront.net/cd7be905-41f5-4357-9af1-b97da6d455bb.jpeg,https://d1ralsognjng37.cloudfront.net/c2612af7-f055-43cb-b3d2-72ebd40936e5.jpeg,2022-11-09 18:03:43,616
616,Alabaster,AL,35007,"681 1st Street South West, Alabaster, AL 35007",Burger King (681 1st Street South West),17d35e3b-a52b-45bf-aa44-695d37e367d9,https://www.ubereats.com/store/burger-king-681-1st-street-south-west/17d35e3b-a52b-45bf-aa44-695d37e367d9,,33.236996,-86.81903,False,Opens at 6:30 AM,,,,,$,https://d1ralsognjng37.cloudfront.net/d52d204e-68fb-41f8-b708-6d508a6b1fa2.jpeg,https://d1ralsognjng37.cloudfront.net/e73722bf-2532-47ab-bc45-c6ad22f36a39.jpeg,https://d1ralsognjng37.cloudfront.net/04096ea9-2654-4630-97f9-4444d4cfb70c.jpeg,https://d1ralsognjng37.cloudfront.net/c55a4c9e-7e50-4142-8e16-92f420aecdbe.jpeg,https://d1ralsognjng37.cloudfront.net/dfcf4682-1d34-4925-8cca-42f445e13769.jpeg,2022-11-09 18:03:43,617
617,Helena,AL,35080,"29 Lake Davidson Ln, Helena, AL 35080",The Depot Deli & Grill,1e28f902-6642-5446-90c6-e1ed51a02dc5,https://www.ubereats.com/store/the-depot-deli-&-grill/1e28f902-6642-5446-90c6-e1ed51a02dc5,,33.29659,-86.8428,False,Opens at 11:30 AM,,,,,$$,https://d1ralsognjng37.cloudfront.net/c7524f0e-0474-4647-a123-72dd8913dcf6,https://d1ralsognjng37.cloudfront.net/285c299f-9396-4523-b42d-97871d5d2a31,https://d1ralsognjng37.cloudfront.net/f8e9b376-0801-4486-ad59-07ee995c26e9,https://d1ralsognjng37.cloudfront.net/54bc0345-bb96-4f54-8e57-3d9b029f7981,https://d1ralsognjng37.cloudfront.net/a7ca30ab-ddae-469e-95ee-8d3f37189e54,2022-11-09 18:03:43,618
618,Alabaster,AL,35007,"750 Colonial Promenade Parkway, Suite 5200, Alabaster, AL 35007",MrBeast Burger - 750 Colonial Promenade Parkway,e5d9ee1f-4344-5e37-9c7f-d9341653dc66,https://www.ubereats.com/store/mrbeast-burger-750-colonial-promenade-parkway/e5d9ee1f-4344-5e37-9c7f-d9341653dc66,,33.23764,-86.80257,False,Opens at 7:00 AM,,,12.0,4.1,$$,https://d1ralsognjng37.cloudfront.net/a22dc334-f814-415d-935f-0c8e0a0af8b0.jpeg,https://d1ralsognjng37.cloudfront.net/3f86d609-51b7-457d-bdf6-30a62286630b.jpeg,https://d1ralsognjng37.cloudfront.net/e0829c89-5744-4543-8b8e-3ce1b35fd692.jpeg,https://d1ralsognjng37.cloudfront.net/0e41e2d9-6c0b-421c-b9ff-31368ff79e80.jpeg,https://d1ralsognjng37.cloudfront.net/6284a890-9259-43c5-a97b-c107595ca737.jpeg,2022-11-09 18:03:43,619
619,Birmingham,AL,35242,"5299 Valleydale Road, Birmingham, AL 35242",Ashley Mac's (Inverness),70ef3cdb-ef5a-552a-b90e-dc48ae5e8b91,https://www.ubereats.com/store/ashley-macs-inverness/70ef3cdb-ef5a-552a-b90e-dc48ae5e8b91,,33.41442,-86.69976,False,Opens at 10:30 AM,,,,,$,https://tb-static.uber.com/prod/image-proc/processed_images/4950123e5fc8da9c07940c2463767430/c73ecc27d2a9eaa735b1ee95304ba588.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/4950123e5fc8da9c07940c2463767430/445a4b2618e10f7db95d4f17a85b117d.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/4950123e5fc8da9c07940c2463767430/1651207c9cb2a7942b37b3f3e4a0b899.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/4950123e5fc8da9c07940c2463767430/1153e79d90aa7e9dd2351e1aa8dc4e16.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/4950123e5fc8da9c07940c2463767430/820883a48567670acbd720bc76391291.jpeg,2022-11-09 18:03:43,620
620,Alabaster,AL,35007,"634 1st St N, Alabaster, AL 35007",Jimmy John's (634 1st St N),b04fecc1-9335-5a1e-bd85-6ac0c963b832,https://www.ubereats.com/store/jimmy-johns-634-1st-st-n/b04fecc1-9335-5a1e-bd85-6ac0c963b832,"Spend $15, Save $3",33.25043,-86.81475,False,Opens at 10:00 AM,,,,,$,https://d1ralsognjng37.cloudfront.net/a06f6128-5d54-4fb7-8e6a-488d9074f9d3.jpeg,https://d1ralsognjng37.cloudfront.net/dc60f473-9b4b-4a48-a183-87a40274bde5.jpeg,https://d1ralsognjng37.cloudfront.net/2b5027ab-2f8e-4a04-8240-2aa9a48150cc.jpeg,https://d1ralsognjng37.cloudfront.net/50e4b94f-aed7-431e-ae25-f39b01e410da.jpeg,https://d1ralsognjng37.cloudfront.net/1d53fdab-4ef9-4a84-bac3-d50ddcad294e.jpeg,2022-11-09 18:03:43,621
621,Calera,AL,35040,"101 Super Center Drive, Calera, AL 35040",Captain D's (101 Super Center Drive),3bb7cb08-aa4f-541b-9f66-2d600c085f40,https://www.ubereats.com/store/captain-ds-101-super-center-drive/3bb7cb08-aa4f-541b-9f66-2d600c085f40,,33.14678,-86.74977,False,Opens at 10:30 AM,,,,,$,https://d1ralsognjng37.cloudfront.net/881092fa-2151-4945-9851-56d853a1cca8.jpeg,https://d1ralsognjng37.cloudfront.net/0bff46ed-99c1-4d33-bd7b-0005cc6dfa29.jpeg,https://d1ralsognjng37.cloudfront.net/a1be3165-44a3-499b-97a7-9d31d8084932.jpeg,https://d1ralsognjng37.cloudfront.net/91a74ee9-bb98-469b-8db9-af4eeb27b5a0.jpeg,https://d1ralsognjng37.cloudfront.net/966b47e5-4f6a-4356-b7b6-422fa859956f.jpeg,2022-11-09 18:03:43,622
622,Alabaster,AL,35114,"9200 Highway 17, Alabaster, AL 35114",Sneaky Pete's Hotdogs,b8c639ff-4c90-4743-97e3-ea621682d94b,https://www.ubereats.com/store/sneaky-petes-hotdogs/b8c639ff-4c90-4743-97e3-ea621682d94b,,33.21571,-86.86335,False,Opens at 5:30 AM,,,,,,https://d1ralsognjng37.cloudfront.net/a1b0d66f-17df-4a47-b1e3-cedf3d282b41.webp,https://d1ralsognjng37.cloudfront.net/83e1b936-43da-4093-ae48-e7cbd550a6b0.webp,https://d1ralsognjng37.cloudfront.net/f5328c4f-bc7a-4a78-b479-557d39ac39af.webp,https://d1ralsognjng37.cloudfront.net/d3b6a600-ab21-4d3d-96f4-5c89d364b1a4.webp,https://d1ralsognjng37.cloudfront.net/61ebdadb-6f3f-4d67-a04f-3c02dc1f8b0d.webp,2022-11-09 18:03:43,623
623,Pelham,AL,35124,"400 Cahaba Valley Rd, Pelham, AL 35124",Hootie's Burger Bar (400 Cahaba Valley Rd),62550de7-45e3-4358-979e-f7360048ad1a,https://www.ubereats.com/store/hooties-burger-bar-400-cahaba-valley-rd/62550de7-45e3-4358-979e-f7360048ad1a,,33.3338457,-86.7844649,False,Opens at 11:00 AM,,,,,$$,https://d1ralsognjng37.cloudfront.net/d3efbc1c-12d5-4d4d-a1aa-ea548504edb5.jpeg,https://d1ralsognjng37.cloudfront.net/68d95800-cdae-4603-850b-3edda59f75cc.jpeg,https://d1ralsognjng37.cloudfront.net/47e9018b-f556-4a4b-b18a-3bcf521fbd3a.jpeg,https://d1ralsognjng37.cloudfront.net/ef1c8d12-fca0-4f7e-aa28-77b43805330c.jpeg,https://d1ralsognjng37.cloudfront.net/7e480a9a-942b-469a-bd54-81f2215ca611.jpeg,2022-11-09 18:03:43,624
624,Pelham,AL,35124,"400 Cahaba Valley Rd, Pelham, AL 35124",Chase Elliott Chicken Tenders (400 Cahaba Valley Rd),85c6be3c-edb4-4c89-b42e-e1851fa1e4ef,https://www.ubereats.com/store/chase-elliott-chicken-tenders-400-cahaba-valley-rd/85c6be3c-edb4-4c89-b42e-e1851fa1e4ef,,33.33406,-86.78518,False,Opens at 11:00 AM,,,,,$,https://tb-static.uber.com/prod/image-proc/processed_images/b1276bfbce53f6ffa154f7ef9bc2c1e9/3ac2b39ad528f8c8c5dc77c59abb683d.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/b1276bfbce53f6ffa154f7ef9bc2c1e9/719c6bd2757b08684c0faae44d43159d.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/b1276bfbce53f6ffa154f7ef9bc2c1e9/93b5fd796682c6d5302cd5bec164fe90.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/b1276bfbce53f6ffa154f7ef9bc2c1e9/97e6648b3593c29cb4a6335f976e6d84.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/b1276bfbce53f6ffa154f7ef9bc2c1e9/a70f5c9df440d10213e93244e9eb7cad.jpeg,2022-11-09 18:03:43,625
625,Helena,AL,35080,"2693 County Road 95, Helena, AL 35080",Rio's Bar and Grill,642c570a-ad19-54a6-852f-9d826c38c543,https://www.ubereats.com/store/rios-bar-and-grill/642c570a-ad19-54a6-852f-9d826c38c543,,33.27968897484577,-86.87081206994618,False,Opens at 12:00 PM,,,,,$$,https://duyt4h9nfnj50.cloudfront.net/resized/1542211898528-w2880-36.jpg,https://duyt4h9nfnj50.cloudfront.net/resized/1542211898528-w240-be.jpg,https://duyt4h9nfnj50.cloudfront.net/resized/1542211898528-w640-37.jpg,https://duyt4h9nfnj50.cloudfront.net/resized/1542211898528-w550-d8.jpg,https://duyt4h9nfnj50.cloudfront.net/resized/1542211898528-w750-32.jpg,2022-11-09 18:03:43,626
626,Helena,AL,35080,"4257 Highway 52 W, Helena, AL 35080",El Tejano,afdf6fa3-d556-493c-8cdb-d2f24c7b371d,https://www.ubereats.com/store/el-tejano/afdf6fa3-d556-493c-8cdb-d2f24c7b371d,,33.28846,-86.85974,False,Opens at 11:30 AM,,,,,$$,https://duyt4h9nfnj50.cloudfront.net/resized/1544132293798-w2880-ba.jpg,https://duyt4h9nfnj50.cloudfront.net/resized/1544132293798-w640-0e.jpg,https://duyt4h9nfnj50.cloudfront.net/resized/1544132293798-w550-bf.jpg,https://duyt4h9nfnj50.cloudfront.net/resized/1544132293798-w750-f1.jpg,https://duyt4h9nfnj50.cloudfront.net/resized/1544132293798-w1080-09.jpg,2022-11-09 18:03:43,627
627,Birmingham,AL,35244,"9340 Helena Rd, Birmingham, AL 35244",Pub 261,701c5fd6-2ed1-4db4-b711-a90635ea6371,https://www.ubereats.com/store/pub-261/701c5fd6-2ed1-4db4-b711-a90635ea6371,,33.3448,-86.79851,False,Opens at 11:30 AM,,,,,$$,https://d1ralsognjng37.cloudfront.net/fff10056-aad1-4b01-89b5-af56f63144f6,https://d1ralsognjng37.cloudfront.net/fd23d74e-76f8-42a7-ac3f-6adf5865a986,https://d1ralsognjng37.cloudfront.net/e56c338b-0017-4179-8778-07cff67069d2,https://d1ralsognjng37.cloudfront.net/3c21b1e1-1106-4379-9a41-dcb2e52bc26e,https://d1ralsognjng37.cloudfront.net/c81427ec-15a5-467d-9200-0a1925748f5b,2022-11-09 18:03:43,628
628,2846 Pelham Parkway,AL,35124,"2846 Pelham Parkway, AL 35124",Bama Burgers,01373a99-6f5e-5863-9907-edcd98a8ad73,https://www.ubereats.com/store/bama-burgers/01373a99-6f5e-5863-9907-edcd98a8ad73,,33.3044,-86.80701,False,Opens at 6:00 AM,,,,,$$,https://d1ralsognjng37.cloudfront.net/187ec1f4-cd2e-4243-b241-287679a2152d,https://d1ralsognjng37.cloudfront.net/bd5b8278-ec66-46dd-a886-4c6f1cfbedcd,https://d1ralsognjng37.cloudfront.net/0aafbaf8-831c-4852-9817-818e93998225,https://d1ralsognjng37.cloudfront.net/b733477e-a428-4978-bf52-7f4a635a8bc4,https://d1ralsognjng37.cloudfront.net/9da53df3-1920-4274-b027-a0bbb1e52dd9,2022-11-09 18:03:43,629
629,Alabaster,AL,35007,"470 Colonial Promenade Pkwy, Alabaster, AL 35007",Full Moon Bar-B-Que,995e2b5f-3aa5-4dc3-b2c9-8b2bb59ea859,https://www.ubereats.com/store/full-moon-bar-b-que/995e2b5f-3aa5-4dc3-b2c9-8b2bb59ea859,,33.234524,-86.80436,False,Opens at 11:00 AM,,,,,$$,https://d1ralsognjng37.cloudfront.net/c1149cca-d1ae-496f-9307-81ea2a031642,https://d1ralsognjng37.cloudfront.net/e47c3523-d3c9-48af-a2de-e9b49a0ac296,https://d1ralsognjng37.cloudfront.net/1624e044-ec76-457d-bd06-1b88cee99221,https://d1ralsognjng37.cloudfront.net/1630a4ea-8804-4200-bddf-40423ad3a0b4,https://d1ralsognjng37.cloudfront.net/1b83ec97-6bc9-449a-84b1-34d4bbb6059c,2022-11-09 18:03:43,630
630,Alabaster,AL,35007,"7645 Hwy 119, Alabaster, AL 35007",Cantina Grill,fb32729f-43b9-5d7d-8fd7-bddbcebdeb98,https://www.ubereats.com/store/cantina-grill/fb32729f-43b9-5d7d-8fd7-bddbcebdeb98,,33.19131,-86.82552,False,Opens at 6:30 AM,,,,,$$,https://d1ralsognjng37.cloudfront.net/8ee8675d-59e7-4218-b008-00e707172c51.jpeg,https://d1ralsognjng37.cloudfront.net/b1f8a131-80bd-4177-96be-266ab3a4d049.jpeg,https://d1ralsognjng37.cloudfront.net/c3aa3731-6290-491a-95bf-935172d7b28f.jpeg,https://d1ralsognjng37.cloudfront.net/6af7d9e9-4613-4d64-9423-8b7f21de1f3a.jpeg,https://d1ralsognjng37.cloudfront.net/83decd01-bb46-4855-b3ea-c421435f87e7.jpeg,2022-11-09 18:03:43,631
631,Alabaster,AL,35007,"411 1st St N, Alabaster, AL 35007",Buddy's Pit Barbeque,ccac003a-d993-50ee-adab-f58c0d35e1c3,https://www.ubereats.com/store/buddys-pit-barbeque/ccac003a-d993-50ee-adab-f58c0d35e1c3,,33.24737,-86.81564,False,Opens at 11:30 AM,,,,,$$,https://d1ralsognjng37.cloudfront.net/4438f322-ecf0-46da-9b69-294ff40b4b6a.jpeg,https://d1ralsognjng37.cloudfront.net/447d2b01-1d74-4866-90ac-263a5e8dde5a.jpeg,https://d1ralsognjng37.cloudfront.net/8f7e7dba-196f-4c3d-860c-dbfdbd199115.jpeg,https://d1ralsognjng37.cloudfront.net/874344dc-da15-40d0-bb95-13b01538c5f4.jpeg,https://d1ralsognjng37.cloudfront.net/1b70cfe3-6e8d-4be8-a023-3ac288bb4eff.jpeg,2022-11-09 18:03:43,632
632,Alabaster,AL,35007,"8919 Highway 119, Alabaster, AL 35007",Bert's Desserts,598f08b2-8c7b-5d90-af3f-363acecb89c8,https://www.ubereats.com/store/berts-desserts/598f08b2-8c7b-5d90-af3f-363acecb89c8,,33.21,-86.82929,False,Opens at 10:30 AM,,,,,$$,https://d1ralsognjng37.cloudfront.net/da9d2420-d7a5-4f95-8e8d-7c7a4f68d51a,https://d1ralsognjng37.cloudfront.net/3b007352-36a2-4dd7-b152-6c7c930b5d0f,https://d1ralsognjng37.cloudfront.net/f0bf0b38-44b4-4df0-83f7-f6fe92929227,https://d1ralsognjng37.cloudfront.net/aeeecf79-a664-490f-9bc4-047d302c19a1,https://d1ralsognjng37.cloudfront.net/e90d4989-f99d-4b33-bc44-419e710b7bad,2022-11-09 18:03:43,633
